author,author_type,url,location,deal_type,accommodation_type,floor,floors_count,rooms_count,total_meters,price,district,street,house_number,underground,residential_complex,house_material_type,year_construction,finishing_type,heating_type,housing_type
ЖИЛФОНД,real_estate_agent,https://orekhovo-zuyevo.cian.ru/sale/flat/306830396/,Орехово-Зуево,sale,flat,8,9,2,51.3,5500000,Орехово-Зуево, Володарского,2,,,Не указано,-1,Не указано,Не указано,Не указано
Личный Риэлтор Москва,real_estate_agent,https://orekhovo-zuyevo.cian.ru/sale/flat/305745569/,Орехово-Зуево,sale,flat,3,4,3,68.0,5600000,мкр. Холодильник, Кирова,13,,,Не указано,-1,Не указано,Не указано,Не указано
Оксана Ветрова,realtor,https://orekhovo-zuyevo.cian.ru/sale/flat/299091203/,Орехово-Зуево,sale,flat,7,9,2,45.3,5600000,мкр. Мадонский, Стачки 1885 года,2,,,Не указано,-1,Не указано,Не указано,Не указано
Оксана Ветрова,realtor,https://orekhovo-zuyevo.cian.ru/sale/flat/304816026/,Орехово-Зуево,sale,flat,2,9,3,57.0,5600000,мкр. Мадонский, Стачки 1885 года,2,,,Не указано,-1,Не указано,Не указано,Не указано
ЖИЛФОНД,real_estate_agent,https://orekhovo-zuyevo.cian.ru/sale/flat/306509092/,Орехово-Зуево,sale,flat,6,9,3,52.4,5650000,мкр. Парковский,Набережная ,11,,,Не указано,-1,Не указано,Не указано,Не указано
Мегаполис,real_estate_agent,https://orekhovo-zuyevo.cian.ru/sale/flat/305540105/,Орехово-Зуево,sale,flat,9,9,3,56.2,5700000,мкр. Парковский,Парковская ,10,,,Не указано,-1,Не указано,Не указано,Не указано
Новое Время,real_estate_agent,https://orekhovo-zuyevo.cian.ru/sale/flat/292447648/,Орехово-Зуево,sale,flat,1,9,3,57.0,5700000,мкр. Парковский,Набережная ,14,,,Не указано,-1,Не указано,Не указано,Не указано
Мегаполис,real_estate_agent,https://orekhovo-zuyevo.cian.ru/sale/flat/272570514/,Орехово-Зуево,sale,flat,2,9,3,60.4,5750000,мкр. Мадонский, Карла Либкнехта,11,,,Не указано,-1,Не указано,Не указано,Не указано
Оксана Ветрова,realtor,https://orekhovo-zuyevo.cian.ru/sale/flat/306604163/,Орехово-Зуево,sale,flat,4,5,3,82.0,5800000,Орехово-Зуево, Гагарина,28,,"по ул. Гагарина, 28",Не указано,-1,Не указано,Не указано,Не указано
Мегаполис,real_estate_agent,https://orekhovo-zuyevo.cian.ru/sale/flat/292464466/,Орехово-Зуево,sale,flat,8,9,3,62.0,5900000,мкр. Мадонский,Мадонская ,26А,,,Не указано,-1,Не указано,Не указано,Не указано
ЖИЛФОНД,real_estate_agent,https://orekhovo-zuyevo.cian.ru/sale/flat/307309430/,Орехово-Зуево,sale,flat,9,9,3,63.5,5900000,Орехово-Зуево, Володарского,10,,,Не указано,-1,Не указано,Не указано,Не указано
Этажи Орехово-Зуево,real_estate_agent,https://orekhovo-zuyevo.cian.ru/sale/flat/306671298/,Орехово-Зуево,sale,flat,9,9,2,60.0,6000000,мкр. Карболит, Стаханова,10,,,Не указано,-1,Не указано,Не указано,Не указано
ЖИЛФОНД,real_estate_agent,https://orekhovo-zuyevo.cian.ru/sale/flat/309047599/,Орехово-Зуево,sale,flat,3,9,3,59.8,6000000,мкр. Мадонский,Мадонская ,18,,,Не указано,-1,Не указано,Не указано,Не указано
Оксана Иващенко,realtor,https://orekhovo-zuyevo.cian.ru/sale/flat/306503215/,Орехово-Зуево,sale,flat,8,9,3,60.0,6050000,мкр. Парковский,Набережная ,16,,,Не указано,-1,Не указано,Не указано,Не указано
Максим Тимохин,realtor,https://orekhovo-zuyevo.cian.ru/sale/flat/304642584/,Орехово-Зуево,sale,flat,8,9,3,57.0,6199000,мкр. Мадонский, Карла Либкнехта,9,,,Не указано,-1,Не указано,Не указано,Не указано
Сергей Гузанов,realtor,https://orekhovo-zuyevo.cian.ru/sale/flat/286994227/,Орехово-Зуево,sale,flat,9,10,2,53.0,6300000,мкр. Текстильщик, Иванова,2Г,,,Не указано,-1,Не указано,Не указано,Не указано
Максим Тимохин,realtor,https://orekhovo-zuyevo.cian.ru/sale/flat/308644788/,Орехово-Зуево,sale,flat,5,9,3,66.0,6499000,Орехово-Зуево, Галочкина,6,,,Не указано,-1,Не указано,Не указано,Не указано
Евгений Тогобицкий,realtor,https://orekhovo-zuyevo.cian.ru/sale/flat/302430205/,Орехово-Зуево,sale,flat,5,9,3,63.7,6500000,мкр. Карболит, Крупской,29,,,Не указано,-1,Не указано,Не указано,Не указано
Этажи Орехово-Зуево,real_estate_agent,https://orekhovo-zuyevo.cian.ru/sale/flat/307090881/,Орехово-Зуево,sale,flat,2,10,2,75.9,5400000,мкр. Карболит, Бондаренко,8,,Морозовский Квартал,Не указано,-1,Не указано,Не указано,Не указано
Екатерина Кондрашова,realtor,https://orekhovo-zuyevo.cian.ru/sale/flat/307980636/,Орехово-Зуево,sale,flat,7,9,3,57.0,5100000,мкр. Парковский,Набережная ,16,,,Не указано,-1,Не указано,Не указано,Не указано
ID 197206,realtor,https://orekhovo-zuyevo.cian.ru/sale/flat/308819066/,Орехово-Зуево,sale,flat,5,10,2,47.4,6070000,мкр. Мадонский, Ленина,49,,,Не указано,-1,Не указано,Не указано,Не указано
ID 94406984,realtor,https://orekhovo-zuyevo.cian.ru/sale/flat/308018410/,Орехово-Зуево,sale,flat,3,4,2,57.0,4800000,Орехово-Зуево, Гагарина,4,,,Не указано,-1,Не указано,Не указано,Не указано
ID 78495525,unknown,https://orekhovo-zuyevo.cian.ru/sale/flat/307799037/,Орехово-Зуево,sale,flat,7,10,1,39.0,4500000,мкр. Парковский,Северная ,16А,,,Не указано,-1,Не указано,Не указано,Не указано
ID 114360961,homeowner,https://orekhovo-zuyevo.cian.ru/sale/flat/308105325/,Орехово-Зуево,sale,flat,8,14,2,53.0,6600000,мкр. Мадонский,Мадонская ,12,,,Не указано,-1,Не указано,Не указано,Не указано
